id,nom,ville,province,categorie,telephone_actuel,telephone_corrige,site_actuel,site_corrige,http_status,description_actuelle,description_corrigee,adresse_actuelle,adresse_corrigee,problemes,action (garder|corriger|supprimer),notes
tr-garde-service-de-garde-les-petits-chatons,service de garde les petits chatons,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-le-cerf-volant-inst-tousignant-1,CPE LE CERF-VOLANT - INST. TOUSIGNANT 1,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-manon,Manon,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-seri-lou-boti-desiree-yapo-epse-toa,Mme Seri Lou Boti Desirée Yapo Epse Toa,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-shawinigan,Carrefour Jeunesse-Emploi de Shawinigan,Shawinigan,QC,emploi,819-537-3358,,https://cjeshawinigan.org,,OK_200,,,,,SANS_DESCRIPTION,,
mh-revivre-qc,"Revivre – Aide aux troubles anxieux, dépressifs, bipolaires",Montréal,QC,santemental,1-866-738-4873,,https://revivre.org,https://relief.ca:443/,OK_200,,,,,SANS_DESCRIPTION,,
emp-rcjeq,Réseau des carrefours jeunesse-emploi du Québec (RCJEQ),Province,QC,emploi,418-845-7222,,https://rcjeq.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-frantza-sheila-merizier,Mme Frantza Sheila Merizier,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-laurentides,Moisson Laurentides,Sainte-Anne-des-Plaines,QC,alimentation,450-478-7333,,https://moissonlaurentides.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-diane-guillemette,Mme Diane Guillemette,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-milieu-familial-5,Services de garde en milieu familial — Trois-Rivières (5),Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-fabina-joseph,Mme Fabina Joseph,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-ma-petite-ecole-du-monde,Ma petite école du monde,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-marie-christine-heroux,Marie-Christine Héroux,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mesamis,Mesamis,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-abibata-aziz-gbane,Mme Abibata Aziz Gbane,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-chez-stefanny,Chez Stefanny,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-josianne-parent,Mme Josianne Parent,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-chez-annie,Chez Annie,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-les-petits-loups,les petits loups,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-milieu-familial-2,Services de garde en milieu familial — Trois-Rivières (2),Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-saida-habibi-ihlane,SAIDA Habibi ihlane,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-sdg-il-etait-un-petit,SDG Il était un petit,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-au-jardin-fleurice,Au Jardin Fleurice,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-manon-ouellette,Manon Ouellette,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-de-la-gloire,Garderie de la gloire,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-sherly,SHERLY,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-milieu-familial-4,Services de garde en milieu familial — Trois-Rivières (4),Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-laure-mukashyaka,Mme Laure Mukashyaka,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-francoise-beliveau,Françoise Béliveau,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-nancy-leduc,Nancy Leduc,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-le-cerf-volant-inst-mercier,CPE LE CERF-VOLANT - INST. MERCIER,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-le-coffre-a-jouets,CPE LE COFFRE À JOUETS,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-les-amis-de-nounou,garderie les amis de nounou,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cathy-tremblay,cathy tremblay,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-le-cerf-volant-inst-toupin,CPE LE CERF-VOLANT - INST. TOUPIN,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-les-za-mi,Garderie Les ZA-MI,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-marjorie-theagene,Mme Marjorie Theagene,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-sonya-tetreault,Mme Sonya Tétreault,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-maryse-gauthier,MARYSE GAUTHIER,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-paola-andrea-santamaria-rodriguez,Mme Paola Andrea Santamaria Rodriguez,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-fatima-zahra-ammar,Mme Fatima Zahra Ammar,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-annick-groux,garderie annick groux,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-vickie-dube,Vickie Dube,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-rocaq,RGPAQ – Regroupement des groupes populaires en alphabétisation du Québec,Montréal,QC,emploi,514-523-2046,,https://rgpaq.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-frederique-bergeron,Frédérique bergeron,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
mh-aqps,Association québécoise de prévention du suicide (AQPS),Québec,QC,santemental,418-614-9339,,https://aqps.info,,OK_200,,,,,SANS_DESCRIPTION,,
mh-crise-rond-point-mtl,Centre de crise Le Tournant – Sud-Ouest,Montréal,QC,santemental,514-935-4546,,https://centredecrise.ca,https://zb.fansuite.co/stream/?centredecrise.ca,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-montreal,Moisson Montréal,Montréal,QC,alimentation,514-344-4494,,https://moissonmontreal.org,https://www.moissonmontreal.org/,OK_200,,,,,SANS_DESCRIPTION,,
imm-promis-mtl,PROMIS – Promotion-Intégration-Société nouvelle,Montréal,QC,immigration,514-345-1615,,https://promis.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
s-stmichaels-shelter,Refuge des jeunes de Montréal,Montréal,QC,soutienSocial,514-849-4221,,https://refugedesjeunes.org,https://www.refugedesjeunes.org/,OK_200,,,,,SANS_DESCRIPTION,,
s-yslm-mtl,Y des femmes de Montréal (YWCA),Montréal,QC,soutienSocial,514-866-9941,,https://ydesfemmesmtl.org,https://www.ydesfemmesmtl.org/,OK_200,,,,,SANS_DESCRIPTION,,
imm-collectif-mtl,Collectif des femmes immigrantes du Québec (CFIQ),Montréal,QC,immigration,514-279-4246,,https://cfiq.ca,https://www.cfiq.ca/,OK_200,,,,,SANS_DESCRIPTION,,
imm-himo-mtl,Hirondelle – Services d'accueil et d'intégration,Montréal,QC,immigration,514-281-2038,,https://hirondelle.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
h-omh-trois-rivieres,Office municipal d'habitation de Trois-Rivières,Trois-Rivières,QC,logement,819-378-5438,,https://omhtr.ca,https://omhtr.ca/,OK_200,,,,,SANS_DESCRIPTION,,
cpe-tr1,CPE Au Jardin d'Enfants – Trois-Rivières,Trois-Rivières,QC,famille,819-375-9822,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
mh-tracom-mtl,TRACOM – Centre de crise pour adultes,Montréal,QC,santemental,514-483-3033,,https://tracom.ca,https://www.tracom.ca/,OK_200,,,,,SANS_DESCRIPTION,,
maison-carignan,Maison Carignan,Trois-Rivières,QC,santemental,1-877-373-9435,,https://maisoncarignan.qc.ca/,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-rive-sud,Moisson Rive-Sud,Saint-Hubert,QC,alimentation,450-462-9982,,https://moissonrivesud.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-caroline-boisvert,Caroline Boisvert,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-claude-bellemare,claude Bellemare,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-l-etoile-filante,L'étoile Filante,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-le-petit-voyage,Le petit voyage,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-service-de-garde-julie-beaulieu,Service de garde Julie beaulieu,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-jean-noel-lapin-inst-dessureault,CPE JEAN-NOËL LAPIN - INST. DESSUREAULT,Trois-Rivières,QC,famille,819-372-9640,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-jenny-marcela-rodriguez-arevalo,Mme Jenny Marcela Rodriguez Arevalo,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-le-monde-des-souris,Le monde des souris,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-en-mf-arc-en-ciel,Garderie en MF Arc-en-ciel,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-lamothe-garderie-en-milieu-familial,Lamothe garderie en milieu familial,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-quebec,Moisson Québec,Québec,QC,alimentation,418-682-5061,,https://moissonquebec.com,,OK_200,,,,,SANS_DESCRIPTION,,
mh-crise-quebec,Centre de crise de Québec,Québec,QC,santemental,418-688-4240,,https://centredecrise.com,,OK_200,,,,,SANS_DESCRIPTION,,
h-clpp-mtl,Comité logement du Plateau Mont-Royal,Montréal,QC,logement,514-527-3495,,https://clpmr.com,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-estrie,Moisson Estrie,Sherbrooke,QC,alimentation,819-823-7423,,https://moissonestrie.com,https://www.moissonestrie.com/,OK_200,,,,,SANS_DESCRIPTION,,
mh-acsm-mtl,ACSM – Filiale de Montréal,Montréal,QC,santemental,514-849-3291,,https://acsmmontreal.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
mh-acsm-quebec,ACSM – Filiale Québec,Québec,QC,santemental,418-529-1979,,https://acsmquebec.org,,OK_200,,,,,SANS_DESCRIPTION,,
h-frapru,FRAPRU – Front d'action populaire en réaménagement urbain,Montréal,QC,logement,514-522-1010,,https://frapru.qc.ca,https://www.frapru.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
h-rclalq,RCLALQ – Regroupement des comités logement et associations de locataires du Québec,Montréal,QC,logement,514-521-7114,,https://rclalq.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
h-rqoh,RQOH – Réseau québécois des OSBL d'habitation,Montréal,QC,logement,1-866-846-9276,,https://rqoh.com,,OK_200,,,,,SANS_DESCRIPTION,,
h-rohq,ROHQ – Regroupement des offices d'habitation du Québec,Québec,QC,logement,418-527-6228,,https://rohq.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
h-fohm,FOHM – Fédération des OSBL d'habitation de Montréal,Montréal,QC,logement,514-527-6668,,https://fohm.org,,OK_200,,,,,SANS_DESCRIPTION,,
h-comite-logement-rosemont,Comité logement Rosemont,Montréal,QC,logement,514-597-2581,,https://comitelogement.org,,OK_200,,,,,SANS_DESCRIPTION,,
h-omh-quebec,Office municipal d'habitation de Québec (OMHQ),Québec,QC,logement,418-780-5211,,https://omhq.qc.ca,https://www.omhq.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
h-omh-laval,Office municipal d'habitation de Laval,Laval,QC,logement,450-682-9272,,https://omhlaval.ca,https://omhlaval.ca/index.php/fr/,OK_200,,,,,SANS_DESCRIPTION,,
maisondupere-mtl,Maison du Père,Montréal,QC,alimentation,514-845-0168,,https://maisondupere.org,,OK_200,,,,,SANS_DESCRIPTION,,
missionbonaccueil-mtl,Mission Bon Accueil (Welcome Hall Mission),Montréal,QC,alimentation,514-523-5288,,https://missionbonaccueil.com,,OK_200,,,,,SANS_DESCRIPTION,,
missionoldbrewery-mtl,Mission Old Brewery,Montréal,QC,alimentation,514-866-6591,,https://missionoldbrewery.ca,https://www.missionoldbrewery.ca/fr,OK_200,,,,,SANS_DESCRIPTION,,
resto-plateau-mtl,Resto Plateau,Montréal,QC,alimentation,514-527-5997,,https://restoplateau.com,,OK_200,,,,,SANS_DESCRIPTION,,
stmichaels-mtl,Mission Saint-Michael,Montréal,QC,alimentation,514-393-1554,,https://stmichaelsmission.ca,,OK_200,,,,,SANS_DESCRIPTION,,
imm-collectif-iberoam,Centre social d'aide aux immigrants (CSAI),Montréal,QC,immigration,514-932-2953,,https://centrecsai.org,,OK_200,,,,,SANS_DESCRIPTION,,
imm-wmc-mtl,Welcome Collective,Montréal,QC,immigration,514-507-5685,,https://welcomecollective.org,https://www.welcomecollective.org/,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-hochelaga,Carrefour jeunesse-emploi Hochelaga-Maisonneuve,Montréal,QC,emploi,514-251-0832,,https://cjehm.org,,OK_200,,,,,SANS_DESCRIPTION,,
