id,name,category,subcategory,city,province,address,phone,website,hours,is_province_wide,is_urgent,verification_note,description
centre911-lanaudiere,Centre 911 — Lanaudière,soutienSocial,Centre 911,Joliette,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la région de Lanaudière. Dispatch d'urgence pour Joliette, Terrebonne, Repentigny, Mascouche, L'Assomption. ⚠️ Note : Environ 773 des 1 112 municipalités du Québec n'ont pas de premiers répondants — des délais d'intervention plus longs peuvent survenir en zone rurale. Composez le 911."
centre911-nunavik,Centre 911 — Nunavik,soutienSocial,Centre 911,Kuujjuaq,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,Centre de coordination des urgences pour le Nunavik (14 villages inuits). ⚠️ Région sans service ambulancier au sol — toutes les évacuations médicales se font par avion. Couverture d'urgence très limitée. Composez le 911.
centre911-laval,Centre 911 de Laval,soutienSocial,Centre 911,Laval,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre de dispatch 911 pour la Ville de Laval. Coordonne police (SPL), pompiers (SSIL) et ambulances (Urgences-santé). Disponible 24h/24. Composez le 911."
centre911-longueuil,Centre 911 — Agglomération de Longueuil,soutienSocial,Centre 911,Longueuil,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 couvrant Longueuil, Brossard, Saint-Lambert et Saint-Bruno. Dispatch police (SPAL), incendie et ambulances pour toute l'agglomération. Composez le 911."
centre911-levis,Centre 911 de Lévis — Chaudière-Appalaches,soutienSocial,Centre 911,Lévis,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 couvrant Lévis et la région de Chaudière-Appalaches. Dispatch police, incendie et ambulances pour la Rive-Sud et les environs. Composez le 911."
centre911-montreal,Centre 911 de Montréal,soutienSocial,Centre 911,Montréal,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre de réception et de dispatch des appels d'urgence pour l'île de Montréal. Coordonne en temps réel le déploiement de la police (SPVM), des pompiers (SIM) et des ambulances (Urgences-santé). Disponible 24h/24, 7j/7. Composez le 911."
qc-immo-acceslogis,AccèsLogis Québec – SHQ,achatImmobilier,Programme accession propriété,Province de Québec,QC,,1-800-463-4315,https://www.shq.gouv.qc.ca,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-immo-celiapp,CELIAPP – Compte épargne 1re propriété,achatImmobilier,Programme accession propriété,Province de Québec,QC,,1-800-959-7383,https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/sujets/reer-fonds-enregistres-revenu-retraite/compte-depargne-libre-impot-lachat-dune-premiere-propriete-celiapp.html,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-soc-fadoq,FADOQ – Réseau aînés Québec,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,,1-800-544-9058,https://www.fadoq.ca,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-soc-aines-montreal,Ligne Aide abus aînés,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,,1-888-489-2287,https://www.aideabusaines.ca,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-soc-ophq,OPHQ – Office personnes handicapées QC,soutienSocial,Soutien communautaire spécialisé,Province de Québec,QC,,1-800-567-1465,https://www.ophq.gouv.qc.ca,Lun-ven 8h30-16h30. Défense des droits et services spécialisés.,f,f,,
qc-immo-rap-reer,RAP – Régime accession propriété (REER),achatImmobilier,Programme accession propriété,Province de Québec,QC,,1-800-959-7383,https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/sujets/reer-fonds-enregistres-revenu-retraite/regime-accession-propriete.html,"Lun-ven 9h-17h. Programmes d'aide à l'achat, financement, services notariaux.",f,f,,
qc-log-montreal-rclalq,RCLALQ – Réseau droits locataires QC,logement,Droits locataires,Province de Québec,QC,,514-521-7114,https://www.rclalq.qc.ca,Lun-ven 9h-17h. Consultation et défense des droits des locataires.,f,f,,
centre911-quebec,Centre 911 de Québec,soutienSocial,Centre 911,Québec,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre d'appels d'urgence 911 pour la Ville de Québec et sa région. Dispatch de la police (SPQ), des pompiers et des ambulances pour tous les arrondissements. Réception 24h/24. Composez le 911."
centre911-baslaurent,Centre 911 — Bas-Saint-Laurent,soutienSocial,Centre 911,Rimouski,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour le Bas-Saint-Laurent. Dispatch pour Rimouski, Rivière-du-Loup, Matane, Amqui. ⚠️ Plusieurs municipalités rurales ont des délais plus longs. Composez le 911."
centre911-abitibi,Centre 911 — Abitibi-Témiscamingue,soutienSocial,Centre 911,Rouyn-Noranda,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour l'Abitibi-Témiscamingue. Dispatch pour Rouyn-Noranda, Val-d'Or, Amos, Ville-Marie. ⚠️ Région étendue avec couverture inégale — délais ambulanciers parfois élevés en territoire éloigné. Composez le 911."
centre911-saguenay,Centre 911 de Saguenay — Lac-Saint-Jean,soutienSocial,Centre 911,Saguenay,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre de dispatch 911 pour Saguenay et le Saguenay-Lac-Saint-Jean. Couvre Chicoutimi, Jonquière, La Baie, Alma et les municipalités environnantes. Composez le 911."
centre911-monteregie,Centre 911 — Montérégie,soutienSocial,Centre 911,Saint-Jean-sur-Richelieu,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la Montérégie. Dispatch pour Saint-Jean-sur-Richelieu, Vaudreuil, Châteauguay, Saint-Hyacinthe, Granby et toute la région. Composez le 911."
centre911-laurentides,Centre 911 — Laurentides,soutienSocial,Centre 911,Saint-Jérôme,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la région des Laurentides. Dispatch pour Saint-Jérôme, Mirabel, Mont-Tremblant, Sainte-Agathe et les municipalités environnantes. Composez le 911."
centre911-cote-nord,Centre 911 — Côte-Nord,soutienSocial,Centre 911,Sept-Îles,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour la Côte-Nord. Dispatch pour Sept-Îles, Baie-Comeau, Havre-Saint-Pierre. ⚠️ Territoire parmi les plus étendus du Québec — couverture ambulancière limitée dans les zones isolées. Composez le 911."
centre911-sherbrooke,Centre 911 de Sherbrooke — Estrie,soutienSocial,Centre 911,Sherbrooke,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre 911 pour Sherbrooke et la région de l'Estrie. Dispatch police, pompiers et ambulances en temps réel. Composez le 911."
centre911-trois-rivieres,Centre 911 de Trois-Rivières — Mauricie,soutienSocial,Centre 911,Trois-Rivières,QC,,911,,"Service disponible 24h/24, 7j/7",f,t,,"Centre d'urgence 911 pour Trois-Rivières, Shawinigan et la région de la Mauricie. Dispatch de la police, des pompiers et des ambulances. Composez le 911."
tr-garde-g-l-oiseau-bleu-ii,G. L'OISEAU BLEU II,famille,Garderie subventionné,Trois-Rivières,QC,,819-909-1145,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,f,f,ADRESSE: Installation St-Laurent – adresse exacte à confirmer | Même org. que G. L'Oiseau Bleu I. 2e installation St-Laurent (80 places). Adresse exacte à valider.,Garderie (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).
sk-cfs,Ministry Social Services SK,famille,Protection de l'enfance,Province de la Saskatchewan,SK,,1-866-759-6677,https://www.saskatchewan.ca/residents/family-and-social-support,Service essentiel provincial.,f,f,,
