id,score,categorie,sous_categorie,nom,ville,province,telephone,adresse,site_web,description,horaires,urgent,couvre_province,lat,lng,verifie_le,verifie_par
tr-garde-mme-seri-lou-boti-desiree-yapo-epse-toa,105,famille,Milieu familial subventionné,Mme Seri Lou Boti Desirée Yapo Epse Toa,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.32279,-72.54328,2026-05-01,csv-validation-2026-05-01
tr-garde-sherly,105,famille,Milieu familial subventionné,SHERLY,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31553,-72.52766,2026-05-01,csv-validation-2026-05-01
tr-garde-melina-veillette,105,famille,Milieu familial non subventionné,Melina Veillette,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (non subventionné) à Trois-Rivières. Tarif : À partir de 45.00 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.37451,-72.51121,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-laure-mukashyaka,105,famille,Milieu familial subventionné,Mme Laure Mukashyaka,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.336,-72.58369,2026-05-01,csv-validation-2026-05-01
tr-garde-les-amis-de-chateaudun,105,famille,Milieu familial subventionné,Les amis de Châteaudun,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35694,-72.52658,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-frantza-sheila-merizier,105,famille,Milieu familial subventionné,Mme Frantza Sheila Merizier,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.3516,-72.55748,2026-05-01,csv-validation-2026-05-01
tr-garde-milieu-familial-5,105,famille,Milieu familial subventionné,Services de garde en milieu familial — Trois-Rivières (5),Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31281,-72.58011,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-diane-guillemette,105,famille,Milieu familial subventionné,Mme Diane Guillemette,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.32574,-72.51549,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-fabina-joseph,105,famille,Milieu familial subventionné,Mme Fabina Joseph,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33505,-72.55795,2026-05-01,csv-validation-2026-05-01
tr-garde-ma-petite-ecole-du-monde,105,famille,Milieu familial subventionné,Ma petite école du monde,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.32711,-72.51022,2026-05-01,csv-validation-2026-05-01
tr-garde-mesamis,105,famille,Milieu familial subventionné,Mesamis,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36686,-72.59268,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-abibata-aziz-gbane,105,famille,Milieu familial subventionné,Mme Abibata Aziz Gbane,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31306,-72.50894,2026-05-01,csv-validation-2026-05-01
tr-garde-chez-stefanny,105,famille,Milieu familial subventionné,Chez Stefanny,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35701,-72.54591,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-josianne-parent,105,famille,Milieu familial subventionné,Mme Josianne Parent,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.30938,-72.51054,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-maryse-plourde,105,famille,Milieu familial subventionné,Mme Maryse Plourde,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35361,-72.58664,2026-05-01,csv-validation-2026-05-01
tr-garde-nancy,105,famille,Milieu familial subventionné,Nancy,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.3664,-72.58835,2026-05-01,csv-validation-2026-05-01
tr-garde-chez-annie,105,famille,Milieu familial subventionné,Chez Annie,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36964,-72.55424,2026-05-01,csv-validation-2026-05-01
tr-garde-les-petits-loups,105,famille,Milieu familial subventionné,les petits loups,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31552,-72.55554,2026-05-01,csv-validation-2026-05-01
tr-garde-milieu-familial-2,105,famille,Milieu familial subventionné,Services de garde en milieu familial — Trois-Rivières (2),Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35955,-72.5504,2026-05-01,csv-validation-2026-05-01
tr-garde-saida-habibi-ihlane,105,famille,Milieu familial subventionné,SAIDA Habibi ihlane,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36153,-72.6021,2026-05-01,csv-validation-2026-05-01
tr-garde-service-de-garde-les-petits-chatons,105,famille,Milieu familial subventionné,service de garde les petits chatons,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36079,-72.58381,2026-05-01,csv-validation-2026-05-01
tr-garde-alexandra-robert,105,famille,Milieu familial subventionné,Alexandra Robert,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.34104,-72.59378,2026-05-01,csv-validation-2026-05-01
tr-garde-sdg-il-etait-un-petit,105,famille,Milieu familial subventionné,SDG Il était un petit,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35357,-72.52207,2026-05-01,csv-validation-2026-05-01
tr-garde-au-jardin-fleurice,105,famille,Milieu familial subventionné,Au Jardin Fleurice,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.34653,-72.56986,2026-05-01,csv-validation-2026-05-01
tr-garde-manon-ouellette,105,famille,Milieu familial subventionné,Manon Ouellette,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.34653,-72.5056,2026-05-01,csv-validation-2026-05-01
tr-garde-winnie-garderie,105,famille,Milieu familial subventionné,Winnie garderie,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35542,-72.58209,2026-05-01,csv-validation-2026-05-01
tr-garde-garderie-de-la-gloire,105,famille,Milieu familial subventionné,Garderie de la gloire,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.34096,-72.50203,2026-05-01,csv-validation-2026-05-01
tr-garde-andreanne-cantin,105,famille,Milieu familial subventionné,Andréanne Cantin,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35619,-72.50368,2026-05-01,csv-validation-2026-05-01
tr-garde-cpe-entre-deux-nuages,105,famille,CPE subventionné,CPE ENTRE DEUX NUAGES,Trois-Rivières,QC,819-374-0401,"928, rue Guilbert, Trois-Rivières QC G8T 5V7",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35631,-72.56754,2026-05-01,csv-validation-2026-05-01
tr-garde-milieu-familial-4,105,famille,Milieu familial subventionné,Services de garde en milieu familial — Trois-Rivières (4),Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35033,-72.58908,2026-05-01,csv-validation-2026-05-01
tr-garde-francoise-beliveau,105,famille,Milieu familial subventionné,Françoise Béliveau,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31636,-72.56626,2026-05-01,csv-validation-2026-05-01
tr-garde-marie-christine-heroux,105,famille,Milieu familial subventionné,Marie-Christine Héroux,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33501,-72.51498,2026-05-01,csv-validation-2026-05-01
tr-garde-nancy-leduc,105,famille,Milieu familial subventionné,Nancy Leduc,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.37352,-72.5128,2026-05-01,csv-validation-2026-05-01
tr-garde-sylvie-beaumier,105,famille,Milieu familial subventionné,Sylvie Beaumier,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.30884,-72.5265,2026-05-01,csv-validation-2026-05-01
tr-garde-garderie-les-amis-de-nounou,105,famille,Milieu familial subventionné,garderie les amis de nounou,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.37701,-72.53179,2026-05-01,csv-validation-2026-05-01
tr-garde-cathy-tremblay,105,famille,Milieu familial subventionné,cathy tremblay,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36874,-72.49672,2026-05-01,csv-validation-2026-05-01
imm-cari-mtl,105,immigration,Accueil – nouveaux arrivants,CARI Saint-Laurent (Centre d'accueil et de référence pour immigrants),Montréal,QC,514-748-2007,"775, boul. Décarie, bureau 200, Saint-Laurent, QC H4L 3L9",https://cari.qc.ca,"Accueil, francisation, employabilité, jeunesse, aînés. Saint-Laurent. Source: cari.qc.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4973,-73.57082,2026-05-01,csv-validation-2026-05-01
imm-asfc-mtl,105,immigration,Aide aux réfugiés,Action Réfugiés Montréal,Montréal,QC,514-935-7799,"1439, av. Union, bureau 401, Montréal, QC H3A 2B5",https://actionr.org,"Soutien aux demandeurs d'asile et personnes réfugiées : visite en détention, jumelage. Source: actionr.org.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,oui,,45.4971,-73.57098,2026-05-01,csv-validation-2026-05-01
imm-clic-mtl,105,immigration,Aide juridique – immigration,Clinique pour la Justice migrante,Montréal,QC,514-987-8786,"1290, rue Saint-Denis, bureau 200, Montréal, QC H2X 3J7",https://cliniquejusticemigrante.org,"Conseils juridiques pour personnes migrantes : statut, asile, demandes humanitaires. Source: cliniquejusticemigrante.org.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4981,-73.57018,2026-05-01,csv-validation-2026-05-01
imm-acet,105,immigration,Accueil – nouveaux arrivants,Accueil Parrainage Outaouais (APO),Gatineau,QC,819-777-2960,"124, rue Jeanne-d'Arc, Gatineau QC J8Y 2H7",https://www.apo-qc.org,"Accueil, parrainage, francisation, défense des droits des immigrants en Outaouais. Source: apo-qc.org.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4391,-75.7431,2026-05-01,csv-validation-2026-05-01
imm-promis-mtl,105,immigration,Accueil – nouveaux arrivants,PROMIS – Promotion-Intégration-Société nouvelle,Montréal,QC,514-345-1615,"3333, ch. de la Côte-Sainte-Catherine, bureau 201, Montréal, QC H3T 1C8",https://promis.qc.ca,"Accueil, francisation, employabilité, jumelage interculturel. Source: promis.qc.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4937,-73.5737,2026-05-01,csv-validation-2026-05-01
imm-collectif-mtl,105,immigration,Femmes immigrantes,Collectif des femmes immigrantes du Québec (CFIQ),Montréal,QC,514-279-4246,"1255, rue Robert-Bourassa, bureau 906, Montréal, QC H3B 3W9",https://cfiq.ca,"Soutien aux femmes immigrantes : intégration, employabilité, défense des droits. Source: cfiq.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4933,-73.57402,2026-05-01,csv-validation-2026-05-01
imm-himo-mtl,105,immigration,Accueil – nouveaux arrivants,Hirondelle – Services d'accueil et d'intégration,Montréal,QC,514-281-2038,"4652, rue Jeanne-Mance, Montréal, QC H2V 4J4",https://hirondelle.qc.ca,"Accueil aux personnes immigrantes : francisation, installation, employabilité. Source: hirondelle.qc.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4935,-73.57386,2026-05-01,csv-validation-2026-05-01
imm-collectif-iberoam,105,immigration,Accueil – nouveaux arrivants,Centre social d'aide aux immigrants (CSAI),Montréal,QC,514-932-2953,"6201, rue Laurendeau, Montréal, QC H4E 3X8",https://centrecsai.org,"Services d'accueil, francisation, employabilité pour immigrants à Montréal-Sud-Ouest. Source: centrecsai.org.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.5069,-73.56314,2026-05-01,csv-validation-2026-05-01
imm-sii-rive-sud,105,immigration,Accueil – nouveaux arrivants,Maison Internationale de la Rive-Sud (MIRS),Brossard,QC,(450) 445-8777,"2500 Boul. Lapinière, Brossard, QC J4Z 3V1",https://mirs.qc.ca/,"Accueil, francisation, employabilité sur la Rive-Sud. Source: mirs.qc.ca.

Tuesday	8:30 a.m.–9:30 p.m.
Wednesday	8:30 a.m.–9:30 p.m.
Thursday	8:30 a.m.–9:30 p.m.
Friday	8:30 a.m.–5 p.m.
Saturday	Closed
Sunday	Closed
Monday	8:30 a.m.–9:30 p.m.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4654,-73.4576,2026-04-29,admin
imm-wmc-mtl,105,immigration,Aide aux demandeurs d'asile,Welcome Collective,Montréal,QC,514-507-5685,"5165, rue Sherbrooke Ouest, bureau 230, Montréal, QC H4A 1T6",https://welcomecollective.org,Soutien matériel et social aux demandeurs d'asile à Montréal. Source: welcomecollective.org.,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,oui,,45.5073,-73.56282,2026-05-01,csv-validation-2026-05-01
imm-actions-interculturelles-estrie,100,immigration,Médiation interculturelle,Actions Interculturelles,Sherbrooke,QC,819-823-1300,"342, rue Bowen Sud, Sherbrooke, QC J1G 2E2",https://aide.org,"Médiation interculturelle, lutte au racisme, jumelage. Source: aide.org.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4004,-71.89594,2026-05-01,csv-validation-2026-05-01
imm-soifi-longueuil,100,immigration,Accueil – nouveaux arrivants,Service d'aide aux Néo-Canadiens (Sherbrooke),Sherbrooke,QC,819-566-5373,"1255, rue Daniel, Sherbrooke, QC J1H 5X3",https://sanc-sherbrooke.ca,"Accueil, francisation, employabilité en Estrie. Source: sanc-sherbrooke.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,45.4014,-71.89514,2026-05-01,csv-validation-2026-05-01
imm-mifi,95,immigration,Gouvernement du Québec,"Ministère de l'Immigration, Francisation et Intégration (MIFI)",Province,QC,1-877-864-9191,N/A — service téléphonique/en ligne,https://www.quebec.ca/immigration,"Information officielle sur l'immigration, la francisation et l'intégration au Québec. Source: quebec.ca.",Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,oui,46.8089,-71.212,2026-04-29,
bc-mosaic,95,immigration,Services aux immigrants,MOSAIC – Immigrant Services,Vancouver,BC,604-254-9626,"31 East Hastings St, Vancouver, BC V6A 1M9",https://www.mosaicbc.org,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,49.2821,-123.1021,2026-05-01,csv-validation-2026-05-01
pe-immigration-pe,95,immigration,Services aux immigrants,Immigration PEI,Province de l'Île-du-Prince-Édouard,PE,902-620-3628,"94 Euston St, Charlottetown, PE C1A 1W4",https://www.princeedwardisland.ca/immigration,,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,,46.2341,-63.1291,2026-05-01,csv-validation-2026-05-01
imm-tcri,95,immigration,Réseau provincial,TCRI – Table de concertation des organismes au service des personnes réfugiées et immigrantes,Montréal,QC,514-272-6060,"518, rue Beaubien Est, bureau 200, Montréal, QC H2S 1S5",https://tcri.qc.ca,Regroupe 150+ organismes en immigration. Annuaire provincial des services aux nouveaux arrivants. Source: tcri.qc.ca.,Lun-ven 8h30-16h30. Sur RV pour consultations spécialisées.,,oui,45.4959,-73.57194,2026-05-01,csv-validation-2026-05-01
imm-arrima,95,immigration,Portail gouvernemental,Arrima – Portail du MIFI pour candidats à l'immigration,Province,QC,1-877-864-9191,N/A — service téléphonique/en ligne,https://www.quebec.ca/en/immigration/online-immigration-services,Plateforme officielle pour soumettre une déclaration d'intérêt au PRTQ. Source: quebec.ca.,Portail en ligne 24h/24. Centre d'appels: lun-ven 8h-20h.,,oui,46.8087,-71.21216,2026-05-01,csv-validation-2026-05-01
