id,categorie,nom,site_actuel,site_corrige,telephone_actuel,telephone_corrige,ville_actuelle,ville_corrigee,province_actuelle,province_corrigee,adresse_actuelle,adresse_corrigee,description_actuelle,description_corrigee,action (garder|corriger|supprimer),notes
imm-arrima,immigration,Arrima – Portail du MIFI pour candidats à l'immigration,https://www.quebec.ca/en/immigration/online-immigration-services,,1-877-864-9191,,Province,,QC,,N/A — service téléphonique/en ligne,,Plateforme officielle pour soumettre une déclaration d'intérêt au PRTQ. Source: quebec.ca.,,,
imm-cari-mtl,immigration,CARI Saint-Laurent (Centre d'accueil et de référence pour immigrants),https://cari.qc.ca,,514-748-2007,,Montréal,,QC,,"775, boul. Décarie, bureau 200, Saint-Laurent, QC H4L 3L9",,"Accueil, francisation, employabilité, jeunesse, aînés. Saint-Laurent. Source: cari.qc.ca.",,,
on-catholic-cross,immigration,Catholic Cross-Cultural Services,https://www.ccscan.ca,,416-757-7010,,Toronto,,ON,,"1140 Warden Ave, Toronto, ON M1R 5A4",,,,,
imm-collectif-iberoam,immigration,Centre social d'aide aux immigrants (CSAI),https://centrecsai.org,,514-932-2953,,Montréal,,QC,,"6201, rue Laurendeau, Montréal, QC H4E 3X8",,"Services d'accueil, francisation, employabilité pour immigrants à Montréal-Sud-Ouest. Source: centrecsai.org.",,,
imm-clic-mtl,immigration,Clinique pour la Justice migrante,https://cliniquejusticemigrante.org,,514-987-8786,,Montréal,,QC,,"1290, rue Saint-Denis, bureau 200, Montréal, QC H2X 3J7",,"Conseils juridiques pour personnes migrantes : statut, asile, demandes humanitaires. Source: cliniquejusticemigrante.org.",,,
imm-collectif-mtl,immigration,Collectif des femmes immigrantes du Québec (CFIQ),https://cfiq.ca,,514-279-4246,,Montréal,,QC,,"1255, rue Robert-Bourassa, bureau 906, Montréal, QC H3B 3W9",,"Soutien aux femmes immigrantes : intégration, employabilité, défense des droits. Source: cfiq.ca.",,,
on-costi-toronto,immigration,COSTI – Immigrant Services,https://www.costi.org,,416-658-1600,,Toronto,,ON,,"1710 Dufferin St, Toronto, ON M6E 3P2",,,,,
ab-ecca,immigration,ECCA – Immigrant Services Calgary,https://www.ecca.org,,403-297-3888,,Calgary,,AB,,"640-6 Ave SW, Calgary, AB T2P 0S4",,,,,
imm-himo-mtl,immigration,Hirondelle – Services d'accueil et d'intégration,https://hirondelle.qc.ca,,514-281-2038,,Montréal,,QC,,"4652, rue Jeanne-Mance, Montréal, QC H2V 4J4",,"Accueil aux personnes immigrantes : francisation, installation, employabilité. Source: hirondelle.qc.ca.",,,
ab-ecala,immigration,Immigrant Services Edmonton (EISA),https://www.eisa-edmonton.org,,780-474-8445,,Edmonton,,AB,,"Suite 201, 10720, 113 Street NW, Edmonton AB T5H 3H8",,,,,
pe-immigration-pe,immigration,Immigration PEI,https://www.princeedwardisland.ca/immigration,,902-620-3628,,Province de l'Île-du-Prince-Édouard,,PE,,"94 Euston St, Charlottetown, PE C1A 1W4",,,,,
yt-immigration-yt,immigration,Immigration Yukon – Programme des candidats,https://yukon.ca/fr/venir-yukon/immigrer,,867-667-8000,,Whitehorse,,YT,,"307 Black St, Whitehorse, YT Y1A 2N1",,,,,
ns-immigration-ns,immigration,ISANS – Immigrant Services Association of NS,https://isans.ca,,902-423-3607,,Halifax,,NS,,"6 Primrose St, Halifax, NS B3M 0E4",,,,,
on-lasi-lgr,immigration,Legal Assistance of Windsor – Immigration,https://www.legalassistanceofwindsor.com,,519-256-1474,,Windsor,,ON,,"400-618 Ouellette Ave, Windsor, ON N9A 1B4",,,,,
imm-sii-rive-sud,immigration,Maison Internationale de la Rive-Sud (MIRS),https://mirs.qc.ca/,,(450) 445-8777,,Brossard,,QC,,"2500 Boul. Lapinière, Brossard, QC J4Z 3V1",,"Accueil, francisation, employabilité sur la Rive-Sud. Source: mirs.qc.ca.

Tuesday	8:30 a.m.–9:30 p.m.
Wednesday	8:30 a.m.–9:30 p.m.
Thursday	8:30 a.m.–9:30 p.m.
Friday	8:30 a.m.–5 p.m.
Saturday	Closed
Sunday	Closed
Monday	8:30 a.m.–9:30 p.m.",,,
qc-imm-montreal-midi-info,immigration,MIDI – Centre d'information immigrants Montréal,https://www.quebec.ca/immigration,,514-864-9191,,Montréal,,QC,,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H7",,,,,
qc-imm-quebec-mifi,immigration,MIFI – Bureau régional Québec,https://www.quebec.ca/immigration,,418-649-8500,,Québec,,QC,,"900, boul. René-Lévesque Est, Québec, QC G1R 2B5",,,,,
imm-mifi,immigration,"Ministère de l'Immigration, Francisation et Intégration (MIFI)",https://www.quebec.ca/immigration,,1-877-864-9191,,Province,,QC,,N/A — service téléphonique/en ligne,,"Information officielle sur l'immigration, la francisation et l'intégration au Québec. Source: quebec.ca.",,,
bc-mosaic,immigration,MOSAIC – Immigrant Services,https://www.mosaicbc.org,,604-254-9626,,Vancouver,,BC,,"31 East Hastings St, Vancouver, BC V6A 1M9",,,,,
nt-mcss,immigration,Multi-Cultural Centre NWT,https://www.mcss.ca,,867-873-8292,,Yellowknife,,NT,,"4915 48 St, Yellowknife, NT X1A 1N6",,,,,
imm-promis-mtl,immigration,PROMIS – Promotion-Intégration-Société nouvelle,https://promis.qc.ca,,514-345-1615,,Montréal,,QC,,"3333, ch. de la Côte-Sainte-Catherine, bureau 201, Montréal, QC H3T 1C8",,"Accueil, francisation, employabilité, jumelage interculturel. Source: promis.qc.ca.",,,
qc-imm-montreal-jias,immigration,Service d'aide aux immigrants JIAS Montréal,https://www.jias.org,,514-342-9970,,Montréal,,QC,,"5151, chemin de la Côte-Sainte-Catherine, Montréal, QC H3W 1M6",,,,,
imm-soifi-longueuil,immigration,Service d'aide aux Néo-Canadiens (Sherbrooke),https://sanc-sherbrooke.ca,,819-566-5373,,Sherbrooke,,QC,,"1255, rue Daniel, Sherbrooke, QC J1H 5X3",,"Accueil, francisation, employabilité en Estrie. Source: sanc-sherbrooke.ca.",,,
imm-tcri,immigration,TCRI – Table de concertation des organismes au service des personnes réfugiées et immigrantes,https://tcri.qc.ca,,514-272-6060,,Montréal,,QC,,"518, rue Beaubien Est, bureau 200, Montréal, QC H2S 1S5",,Regroupe 150+ organismes en immigration. Annuaire provincial des services aux nouveaux arrivants. Source: tcri.qc.ca.,,,
imm-wmc-mtl,immigration,Welcome Collective,https://welcomecollective.org,,514-507-5685,,Montréal,,QC,,"5165, rue Sherbrooke Ouest, bureau 230, Montréal, QC H4A 1T6",,Soutien matériel et social aux demandeurs d'asile à Montréal. Source: welcomecollective.org.,,,
on-ymca-toronto,immigration,YMCA Newcomer Services Toronto,https://www.ymcagta.org,,416-928-9622,,Toronto,,ON,,"20, Grosvenor St, Toronto, ON M4Y 2V5",,,,,
pe-shelter-women,logement,Anderson House – Femmes IPE,https://fvps.ca,,902-892-0960,,Charlottetown,,PE,,"PO Box 2074, Charlottetown, PE C1A 7N7",,,,,
qc-refuge-montreal-armeedusalut,logement,Armée du Salut – Refuge Montréal,https://www.salvationarmy.ca,,514-288-2848,,Montréal,,QC,,"1655, rue Notre-Dame Ouest, Montréal, QC H3J 1M4",,,,,
bc-womens-shelter-bc,logement,BC Women's Shelter – Vancouver,https://bcsth.ca,,604-872-8212,,Vancouver,,BC,,"3490, Triumph St, Vancouver, BC V5K 1T9",,,,,
ab-shelter-edmonton,logement,Bissell Centre – Refuge Edmonton,https://www.bissellcentre.org,,(780) 423-2285,,Edmonton,,AB,,"10527, 96 St NW, Edmonton, AB T5H 2H6",, services de soutien pour prévenir l'itinérance et aider les personnes à sortir de la pauvreté,,,
h-blu-quebec,logement,Bureau d'animation et de leadership pour le logement (BAIL),https://lebail.qc.ca,,418-523-6177,,Québec,,QC,,"780, rue Saint-Vallier Est, Québec, QC G1K 3P9",,"Comité logement de Québec. Conseils, info, défense des droits. Source: lebail.qc.ca.",,,
qc-vc-quebec-viol,logement,CALACS – Centre aide agression sexuelle Québec,https://rqcalacs.qc.ca,,418-522-2120,,Québec,,QC,,"486, rue Saint-Jean, Québec, QC G1R 1P6",,,,,
ab-calgary-housing,logement,Calgary Housing Company,https://calgaryhousing.com,,403-568-9600,,Calgary,,AB,,"205-1000 7 Ave SW, Calgary, AB T2P 5L5",,,,,
h-clpp-mtl,logement,Comité logement du Plateau Mont-Royal,https://clpmr.com,,514-527-3495,,Montréal,,QC,,"4450, rue Saint-Hubert, bureau 328, Montréal, QC H2J 2W9",,"Conseils aux locataires, droits, Tribunal administratif du logement. Source: clpmr.com.",,,
h-comite-logement-rosemont,logement,Comité logement Rosemont,https://comitelogement.org,,514-597-2581,,Montréal,,QC,,"5350, rue Lafond, Montréal, QC H1X 2X2",,Défense des locataires de Rosemont. Conseils gratuits. Source: comitelogement.org.,,,
h-fohm,logement,FOHM – Fédération des OSBL d'habitation de Montréal,https://fohm.org,,514-527-6668,,Montréal,,QC,,"1000, rue Amherst, bureau 200, Montréal, QC H2L 3K5",,Fédère 175+ OSBL d'habitation à Montréal. Logement social et abordable. Source: fohm.org.,,,
on-habitat-toronto,logement,Habitat for Humanity Greater Toronto,https://habitatgta.ca,,416-234-9930,,Toronto,,ON,,"155, Bermondsey Rd, Toronto, ON M4A 1X9",,,,,
on-habitat-on,logement,Habitat pour l'Humanité Ontario,https://habitatgta.ca,,416-234-9930,,Province de l'Ontario,,ON,,"155 Bermondsey Rd, Toronto, ON M4A 1X9",,,,,
on-women-shelter-on,logement,Interval House – Toronto,https://www.intervalhouse.ca,,416-924-1491,,Toronto,,ON,,"2, Carlton St, Toronto, ON M5B 1J3",,,,,
qc-refuge-qc-lauberiviere,logement,La Bouchée Généreuse – L'Auberivière Québec,https://www.lauberiviere.org,,418-694-9316,,Québec,,QC,,"269, rue de la Couronne, Québec, QC G1K 6G4",,,,,
qc-refuge-laval-croix-chemin,logement,La Piaule – Refuge jeunes Laval,https://www.lapiaule.ca,,450-669-4155,,Laval,,QC,,"490, boul. Cartier Ouest, Laval, QC H7N 5E1",,,,,
nb-shelter-women,logement,Maison Mathieu-Froment-Savoie – Femmes NB,https://www.mmfs.org/,,506-855-2615,,Moncton,,NB,,"25, rue Weldon, Moncton, NB E1C 5V8",,,,,
nl-housing-nl,logement,NL Housing Corporation,https://www.nlhc.nl.ca,,709-724-3000,,Province de Terre-Neuve-et-Labrador,,NL,,"2 Canada Dr, St. John's, NL A1B 4J7",,,,,
nu-housing-nu,logement,Nunavut Housing Corporation,https://www.nunavuthousing.ca,,867-975-7200,,Iqaluit,,NU,,"PO Box 600, Arviat, NU X0C 0E0",,,,,
qc-log-oh-gatineau,logement,Office d'habitation de l'Outaouais,https://www.ohoutaouais.ca,,819-243-4444,,Gatineau,,QC,,"35, rue Lois, Gatineau, QC J8Y 4N9",,Logements sociaux et abordables en Outaouais (Gatineau et MRC environnantes). Source : ohoutaouais.ca.,,,
qc-log-oh-longueuil,logement,Office d'habitation de Longueuil,https://ohlongueuil.qc.ca,,450-670-2210,,Longueuil,,QC,,"380, rue de Châteauguay, Longueuil, QC J4J 1V5",,Plus de 2 700 logements HLM et abordables à Longueuil. Source : ohlongueuil.qc.ca.,,,
qc-log-omh-sherbrooke,logement,Office d'habitation de Sherbrooke,https://www.ohsherbrooke.ca,,819-566-0322,,Sherbrooke,,QC,,"187, rue Belvédère Sud, Sherbrooke, QC J1H 4B6",,Logements à loyer modique pour personnes et familles à faible revenu à Sherbrooke. Source : ohsherbrooke.ca.,,,
qc-log-oh-repentigny,logement,Office d'habitation Repentigny,https://oh-repentigny.qc.ca,,450-654-3361,,Repentigny,,QC,,"435, boul. Iberville, Repentigny, QC J6A 2B6",,Logements abordables à Repentigny et environs. Source : oh-repentigny.qc.ca.,,,
qc-log-oh-saint-hyacinthe,logement,Office d'habitation Saint-Hyacinthe,https://ohsh.qc.ca,,450-774-3717,,Saint-Hyacinthe,,QC,,"2685, av. Sainte-Catherine, Saint-Hyacinthe, QC J2S 2P7",,HLM et logements abordables à Saint-Hyacinthe et la MRC des Maskoutains. Source : ohsh.qc.ca.,,,
qc-log-omh-drummondville,logement,Office municipal d'habitation de Drummondville,https://omhdrummondville.com,,819-477-1112,,Drummondville,,QC,,"1010, rue Brock, Drummondville, QC J2B 1C4",,Logements à loyer modique et abordables à Drummondville. Source : omhdrummondville.com.,,,
qc-log-omh-laval,logement,Office municipal d'habitation de Laval,https://www.omhlaval.com,,450-682-7500,,Laval,,QC,,"250, boul. Cartier Ouest, bureau 250, Laval, QC H7N 5T2",,"HLM et logements abordables à Laval. Critères : revenu faible/modeste, résident de Laval depuis 12 mois. Source : omhlaval.com.",,,
h-omh-laval,logement,Office municipal d'habitation de Laval,https://omhlaval.ca,,450-682-9272,,Laval,,QC,,"1015, place Théodore-Robitaille, Laval, QC H7V 4R6",,Logements sociaux et programmes de supplément au loyer pour les Lavallois. Source: omhlaval.ca.,,,
qc-log-omhm-montreal,logement,Office municipal d'habitation de Montréal (OMHM),https://www.omhm.qc.ca,,514-872-6646,,Montréal,,QC,,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H8",,Plus de 23 000 logements HLM et abordables sur l'île de Montréal. Demande de logement social via le formulaire en ligne. Source : omhm.qc.ca.,,,
h-omh-mtl,logement,Office municipal d'habitation de Montréal (OMHM),https://omhm.qc.ca,,514-872-6646,,Montréal,,QC,,"415, rue Saint-Antoine Ouest, Montréal, QC H2Z 1H8",,Plus grand OMH au Canada : 21 000 logements à loyer modique (HLM) à Montréal. Source: omhm.qc.ca.,,,
qc-log-omhq-quebec,logement,Office municipal d'habitation de Québec (OMHQ),https://www.omhq.qc.ca,,418-780-7100,,Québec,,QC,,"1100, rue de l'Hôtel-de-Ville, Québec, QC G1R 5A4",,"Logements à loyer modique (HLM), supplément au loyer, AccèsLogis pour les ménages à faible revenu de la ville de Québec. Inscription au Registraire central. Source : omhq.qc.ca.",,,
h-omh-quebec,logement,Office municipal d'habitation de Québec (OMHQ),https://omhq.qc.ca,,418-780-5211,,Québec,,QC,,"550, boul. Charest Est, bureau 200, Québec, QC G1K 3J3",,Gère plus de 4 200 logements sociaux dans la ville de Québec. Source: omhq.qc.ca.,,,
qc-log-oh-saguenay,logement,Office municipal d'habitation de Saguenay,https://omhsaguenay.qc.ca,,418-545-1530,,Saguenay,,QC,,"234, rue Bossé, Chicoutimi, QC G7H 7M2",,"Logements sociaux et abordables à Chicoutimi, Jonquière et La Baie. Source : omhsaguenay.qc.ca.",,,
qc-log-oh-st-jerome,logement,Office municipal d'habitation de Saint-Jérôme,https://omhsj.com,,450-432-9494,,Saint-Jérôme,,QC,,"200, rue Castonguay, Saint-Jérôme, QC J7Y 2H3",,HLM et logements abordables à Saint-Jérôme. Source : omhsj.com.,,,
qc-log-oh-shawinigan,logement,Office municipal d'habitation de Shawinigan,https://omhshawinigan.qc.ca,,819-538-2868,,Shawinigan,,QC,,"550, av. de Grand-Mère, Shawinigan, QC G9T 2J1",,Logements sociaux à Shawinigan. Source : omhshawinigan.qc.ca.,,,
qc-log-oh-trois-rivieres,logement,Office municipal d'habitation de Trois-Rivières,https://www.omhtr.com,,819-378-5438,,Trois-Rivières,,QC,,"1450, av. de la Station, Trois-Rivières, QC G9A 5H7",,HLM et programmes d'aide au logement à Trois-Rivières. Source : omhtr.com.,,,
h-omh-trois-rivieres,logement,Office municipal d'habitation de Trois-Rivières,https://omhtr.ca,,819-378-5438,,Trois-Rivières,,QC,,"30, rue Williams, Trois-Rivières, QC G8T 1S5",,HLM et programmes d'aide au logement à Trois-Rivières. Source: omhtr.ca.,,,
qc-log-oh-rimouski,logement,Office municipal d'habitation Rimouski-Neigette,https://omhrn.qc.ca,,418-723-4233,,Rimouski,,QC,,"320, rue Saint-Germain Est, Rimouski, QC G5L 1B3",,HLM dans la MRC Rimouski-Neigette. Source : omhrn.qc.ca.,,,
on-ottawa-housing,logement,Ottawa Community Housing,https://www.ottawahousing.ca,,613-731-1182,,Ottawa,,ON,,"39 Auriga Dr, Ottawa, ON K2E 8A6",,,,,
on-shelter-ottawa,logement,Ottawa Mission – Refuge hommes Ottawa,https://www.ottawamission.com,,613-234-1144,,Ottawa,,ON,,"35, rue Waller, Ottawa, ON K1N 7G3",,,,,
qc-log-montreal-rclalq,logement,RCLALQ – Réseau droits locataires QC,https://www.rclalq.qc.ca,,514-521-7114,,Province de Québec,,QC,,"1, rue Sherbrooke Est, Montréal QC H2X 3V8",,,,,
on-toronto-shelter,logement,Refuge – Ville de Toronto,https://www.toronto.ca/community-people/housing-shelter/,,416-338-4766,,Toronto,,ON,,"Metro Hall, 55 John St, Toronto, ON M5V 3C6",,,,,
mb-siloam,logement,Siloam Mission – Hébergement urgence,https://www.siloam.ca,,204-942-4673,,Winnipeg,,MB,,"300 Princess St, Winnipeg, MB R3B 1L8",,,,,
bc-tenant-resource,logement,Tenant Resource & Advisory Centre,https://www.tenants.bc.ca,,604-255-0546,,Province de la Colombie-Britannique,,BC,,"#405 – 1212 W Broadway, Vancouver, BC V6H 3V1",,,,,
bc-shelter-vancouver,logement,Union Gospel Mission Vancouver,https://www.ugm.ca,,604-253-3323,,Vancouver,,BC,,"616 East Hastings St, Vancouver, BC V6A 1R1",,,,,
ab-ahs,sante,Alberta Health Services,https://www.albertahealthservices.ca,,1-877-644-9992,,Province de l'Alberta,,AB,,N/A — service téléphonique/en ligne,,,,,
on-ohip,sante,Assurance-maladie OHIP,https://www.ontario.ca/page/what-ohip-covers,,1-800-268-1154,,Province de l'Ontario,,ON,,N/A — service téléphonique/en ligne,,,,,
msss-clsc-gatineau-clsc-de-vallee-de-la-lievre,sante,CLSC De Vallée-De-La-Lièvre,https://cisss-outaouais.gouv.qc.ca,,819-966-6530,,Gatineau,,QC,,À préciser selon l'installation exacte du CLSC,,Centre local de services communautaires (CLSC). Services de première ligne en santé et services sociaux. Rattaché à CISSS De L'Outaouais. Source: MSSS – Fichier M02 des installations.,,,
msss-clsc-gatineau-clsc-et-centre-de-protection-de-l-enfance-et-de-la-jeunesse-,sante,CLSC Et Centre De Protection De L'Enfance Et De La Jeunesse De L'Outaouais,https://cisss-outaouais.gouv.qc.ca,,819-966-6530,,Gatineau,,QC,,À préciser selon l'installation exacte,,Centre local de services communautaires (CLSC). Services de première ligne en santé et services sociaux. Rattaché à CISSS De L'Outaouais. Source: MSSS – Fichier M02 des installations.,,,
nu-health-nu,sante,Gouvernement du Nunavut – Santé,https://www.gov.nu.ca/health,,867-975-5700,,Iqaluit,,NU,,"PO Box 1000, Iqaluit, NU X0A 0H0",,,,,
msss-hopital-sainte-justine-groupe-de-medecine-de-famille-universitaire-de-sainte-justin,sante,Groupe De Médecine De Famille Universitaire De Sainte-Justine,,,418 383-3095,,Sainte-Justine,,QC,,"135, rue Principale Sainte-Justine (Québec)  G0R 1Y0",,Centre hospitalier de soins généraux et spécialisés (CHSGS). Rattaché à CISSS De Chaudière-Appalaches. Source: MSSS – Fichier M02 des installations.,,,
pe-health-pei,sante,Health PEI,https://www.healthpei.ca,,902-368-6130,,Province de l'Île-du-Prince-Édouard,,PE,,"16 Garfield St, Charlottetown, PE C1A 4K8",,,,,
nb-hnb,sante,Horizon Santé-Nord NB,https://www.horizonnb.ca,,506-857-5111,,Province du Nouveau-Brunswick,,NB,,N/A — service téléphonique/en ligne,,,,,
nl-nlhs,sante,Newfoundland and Labrador Health Services,https://nlhealthservices.ca,,709-752-4100,,Province de Terre-Neuve-et-Labrador,,NL,,"300 Prince Philip Dr, St. John's, NL A1B 3V6",,,,,
on-ottawa-public-health,sante,Ottawa Public Health,https://www.ottawapublichealth.ca,,613-580-6744,,Ottawa,,ON,,"100 Constellation Dr, Ottawa, ON K2G 6J8",,,,,
on-health-line,sante,Télésanté Ontario,https://data.ontario.ca/fr/dataset/ontario-health-premium-rates,,1-866-797-0000,,Province de l'Ontario,,ON,,N/A — service téléphonique/en ligne,,,,,
nt-health-nt,sante,TNO – Santé et Services sociaux,https://www.hss.gov.nt.ca,,867-767-9120,,Yellowknife,,NT,,"5015 49 St, Yellowknife, NT X1A 3S4",,,,,
on-toronto-public-health,sante,Toronto Public Health,https://www.toronto.ca/community-people/health-wellness-care/,,416-338-7600,,Toronto,,ON,,"100 Queen St W, Toronto, ON M5H 2N2",,,,,
mb-wrha,sante,Winnipeg Regional Health Authority,https://wrha.mb.ca,,204-926-7000,,Winnipeg,,MB,,"650 Main St, Winnipeg, MB R3B 1E2",,,,,
yt-yhss,sante,Yukon Health and Social Services,https://yukon.ca/fr/sante-et-securite/trouver-service-sante,,867-456-6136,,Whitehorse,,YT,,"4 Hospital Rd, Whitehorse, YT Y1A 3H7",,,,,
qc-sm-acsm-bsl,santemental,ACSM – Bas-Saint-Laurent,https://acsm-bsl.org,,418-723-6416,,Rimouski,,QC,,"320, rue Saint-Germain Est, Rimouski, QC G5L 1B3",,Promotion santé mentale au Bas-Saint-Laurent. Source : acsm-bsl.org.,,,
qc-sm-acsm-cdq,santemental,ACSM – Centre-du-Québec / Mauricie,https://acsm-cqm.qc.ca,,819-693-1116,,Trois-Rivières,,QC,,"1500, rue Royale, bureau 110, Trois-Rivières, QC G9A 4J5",,Soutien et promotion de la santé mentale en Mauricie et Centre-du-Québec. Source : acsm-cqm.qc.ca.,,,
qc-sm-acsm-montreal,santemental,ACSM – Filiale de Montréal,https://www.acsmmontreal.qc.ca,,514-521-4993,,Montréal,,QC,,"55, av. du Mont-Royal Ouest, bureau 605, Montréal, QC H2T 2S6",,"Soutien aux personnes vivant un trouble de santé mentale, défense des droits, information à Montréal. Source : acsmmontreal.qc.ca.",,,
mh-acsm-mtl,santemental,ACSM – Filiale de Montréal,https://acsmmontreal.qc.ca,,514-849-3291,,Montréal,,QC,,"55, av. du Mont-Royal Ouest, bureau 605, Montréal, QC H2T 2S6",,"Promotion santé mentale, ateliers, soutien. Branche montréalaise. Source: acsmmontreal.qc.ca.",,,
mh-acsm-quebec,santemental,ACSM – Filiale Québec,https://acsmquebec.org,,418-529-1979,,Québec,,QC,,"2380, av. du Mont-Thabor, Québec, QC G1J 3W7",,"Sensibilisation, formations, programmes en santé mentale. Source: acsmquebec.org.",,,
qc-sm-acsm-haut-richelieu,santemental,ACSM – Haut-Richelieu,https://acsmhr.com,,450-346-5736,,Saint-Jean-sur-Richelieu,,QC,,"395, boul. du Séminaire Nord, bureau 201, Saint-Jean-sur-Richelieu, QC J3B 5L2",,Soutien santé mentale dans le Haut-Richelieu. Source : acsmhr.com.,,,
qc-sm-acsm-saguenay,santemental,ACSM – Saguenay,https://www.acsm-saguenay.ca,,418-544-1599,,Saguenay,,QC,,"1611, boul. Tadoussac, La Baie, QC G7B 3K3",,Services de soutien et d'éducation en santé mentale au Saguenay-Lac-Saint-Jean. Source : acsm-saguenay.ca.,,,
qc-sm-acsm-quebec-ca,santemental,ACSM – Section Chaudière-Appalaches,https://www.acsm-ca.qc.ca,,418-833-6306,,Lévis,,QC,,"5500, boul. Étienne-Dallaire, bureau 100, Lévis, QC G6V 8V6",,Promotion de la santé mentale en Chaudière-Appalaches. Source : acsm-ca.qc.ca.,,,
qc-sm-amiquebec,santemental,AMI-Québec — Action sur la maladie mentale,https://amiquebec.org,,514-486-1448,,Montréal,,QC,,"5800, boul. Cavendish, bureau 610, Côte-Saint-Luc, QC H4W 2T5",,"Soutien aux familles de personnes vivant avec un trouble mental. Ateliers, groupes de soutien, services bilingues. Source : amiquebec.org.",,,
ab-cmha-ab,santemental,Association canadienne santé mentale Alberta,https://cmha.ab.ca,,780-482-5505,,Province de l'Alberta,,AB,,"9942, 108 St NW, Edmonton, AB T5K 2J5",,,,,
bc-cmha-bc,santemental,Association canadienne santé mentale BC,https://www.cmha.bc.ca,,604-688-3234,,Province de la Colombie-Britannique,,BC,,"905, West Broadway, Vancouver, BC V5Z 1K7",,,,,
mh-crise-quebec,santemental,Centre de crise de Québec,https://centredecrise.com,,418-688-4240,,Québec,,QC,,"1027, rue Saint-Vallier Ouest, Québec, QC G1N 1Y4",,"Intervention 24/7, hébergement de crise, suivi. Région de la Capitale-Nationale. Source: centredecrise.com.",,,
on-camh,santemental,Centre for Addiction and Mental Health (CAMH),https://www.camh.ca,,416-535-8501,,Toronto,,ON,,"1001 Queen St W, Toronto, ON M6J 1H4",,,,,
nb-cmha,santemental,CMHA Nouveau-Brunswick,https://cmhanb.ca,,506-455-5231,,Province du Nouveau-Brunswick,,NB,,"65, rue Brunswick, bureau 203, Fredericton, NB E3B 1G5",,,,,
pe-cmha,santemental,CMHA Prince Edward Island,https://pei.cmha.ca/,,902-566-3034,,Province de l'Île-du-Prince-Édouard,,PE,,"178, Fitzroy St, Charlottetown, PE C1A 1S1",,,,,
sk-cmha,santemental,CMHA Saskatchewan,https://cmhasaskatoon.ca/,,306-525-0575,,Province de la Saskatchewan,,SK,,"2702, 12th Ave, Regina, SK S4T 1J2",,,,,
nl-cmha,santemental,CMHA Terre-Neuve,https://www.cmhanl.ca,,709-753-8550,,Province de Terre-Neuve-et-Labrador,,NL,,"71, Goldstone St, St. John's, NL A1B 5C4",,,,,
nt-cmha,santemental,CMHA Territoires du Nord-Ouest,https://cmha.ca/fr/,,867-920-2330,,Yellowknife,,NT,,"4817 49 St, Yellowknife, NT X1A 3T5",,,,,
ab-distress-calgary,santemental,Distress Centre Calgary,https://www.distresscentre.com,,403-266-4357,,Calgary,,AB,,"105-1336 10 Ave SW, Calgary, AB T3C 0J3",,,,,
yt-crisis-yt,santemental,Kaushee's Place – Ligne d'urgence,https://www.womenstransitionhome.ca,,867-668-5733,,Whitehorse,,YT,,"405 Alexander St, Whitehorse, YT Y1A 2L7",,,,,
mb-klinic,santemental,Klinic Community Health,https://klinic.mb.ca,,204-784-4090,,Winnipeg,,MB,,"870 Portage Ave, Winnipeg, MB R3G 0P1",,,,,
mh-suicide-action-qc,santemental,Ligne québécoise de prévention du suicide (1 866 APPELLE),https://commentparlerdusuicide.com,,1-866-277-3553,,Province,,QC,,N/A — service téléphonique/en ligne,,"Ligne d'aide gratuite, confidentielle, 24h/24, 7j/7 partout au Québec. Source: aqps.info.",,,
maison-carignan,santemental,Maison Carignan,https://maisoncarignan.qc.ca/,,1-877-373-9435,,Trois-Rivières,,QC,,"7515, boulevard Parent, Trois-Rivières, QC G9C 0M5",,"Centre de thérapie certifié pour personnes aux prises avec une dépendance (alcool, drogues, jeu) ou des problèmes de santé mentale. Hébergement, thérapie résidentielle, suivi et post-cure. Ligne sans frais 24h/24 : 1-877-373-9435.",,,
mb-crisis-response,santemental,Mobile Crisis Response,https://wrha.mb.ca/crisis,,204-940-1781,,Winnipeg,,MB,,"240-185 Smith St, Winnipeg, MB R3C 3G4",,,,,
pw-msmq-santement,santemental,Mouvement Santé Mentale Québec,https://mouvementsmq.ca/,,1-877-849-4621,,Province de Québec,,QC,,N/A — service téléphonique/en ligne,,"Réseau provincial regroupant 13 organismes communautaires en promotion et prévention de la santé mentale. Outils, ateliers et campagnes annuelles.",,,
mh-revivre-qc,santemental,"Revivre – Aide aux troubles anxieux, dépressifs, bipolaires",https://relief.ca,,1-866-738-4873,,Montréal,,QC,,"5140, rue Saint-Hubert, bureau 100, Montréal, QC H2J 2Y3",,"Soutien téléphonique, groupes d'entraide, ateliers d'autogestion. Sans frais. Source: revivre.org.",,,
qc-sm-provincial-revivre,santemental,Revivre – Anxiété et dépression QC,https://relief.ca,,514-738-4873,,Province de Québec,,QC,,"5140, rue Saint-Hubert, Montréal, QC H2J 2Y3",,,,,
mh-tracom-mtl,santemental,TRACOM – Centre de crise pour adultes,https://tracom.ca,,514-483-3033,,Montréal,,QC,,"5800, ch. Côte-Saint-Antoine, Montréal, QC H4A 1R9",,"Intervention de crise 24/7, hébergement, suivi. Ouest-de-l'Île. Source: tracom.ca.",,,
